"connection","stream","status","dataspace","database","schema","table","dlo","accessMode"
"AMER_HCP_PROD_CDP","PRD_HCP_GRV_USER","NEEDS_ACTIVATION","PRD_US","CDP_US_HCP_PROD_DB","HCP_DC_IN","HCP_GRV_USERS","PRD_HCP_GRV_USER__dll","DIRECT_ACCESS"
"AMER_HCP_PROD_CDP","PRD_HCP_LAAD_FCT_NBRX_W_AGGREGATED","NEEDS_ACTIVATION","PRD_US","CDP_US_HCP_PROD_DB","HCP_DC_IN","HCP_LAAD_FCT_NBRX_W_AGGREGATED","PRD_HCP_LAAD_FCT_NBRX_W_AGGREGATED__dll","DIRECT_ACCESS"
"AMER_HCP_PROD_CDP","PRD_HCP_OT_CONSENT_PREFERENCES","NEEDS_ACTIVATION","PRD_US","CDP_US_HCP_PROD_DB","HCP_DC_IN","HCP_OT_CONSENT_PREFERENCES","PRD_HCP_OT_CONSENT_PREFERENCES__dll","DIRECT_ACCESS"
"AMER_HCP_PROD_CDP","PRD_HCP_SEGMENTS","NEEDS_ACTIVATION","PRD_US","CDP_US_HCP_PROD_DB","HCP_DC_IN","HCP_SEGMENTS","PRD_HCP_SEGMENTS__dll","DIRECT_ACCESS"
"AMER_HCP_PROD_CDP","PRD_HCP_TCL_SEGMENTATION","NEEDS_ACTIVATION","PRD_US","CDP_US_HCP_PROD_DB","HCP_DC_IN","HCP_TCL_SEGMENTATION","PRD_HCP_TCL_SEGMENTATION__dll","DIRECT_ACCESS"
"AMER_HCP_PROD_CDP","PRD_HCP_VAW_NURTEC_ADOPTION_SEGMENTS","NEEDS_ACTIVATION","PRD_US","CDP_US_HCP_PROD_DB","HCP_DC_IN","HCP_VAW_NURTEC_ADOPTION_SEGMENTS","PRD_HCP_VAW_NURTEC_ADOPTION_SEGMENTS__dll","DIRECT_ACCESS"
"AMER_HCP_PROD_CDP","PRD_HCP_WEB_INTERACTION_GRV_UUID","NEEDS_ACTIVATION","PRD_US","CDP_US_HCP_PROD_DB","HCP_DC_IN","HCP_WEB_INTERACTION_GRV_UUIDS","PRD_HCP_WEB_INTERACTION_GRV_UUID__dll","DIRECT_ACCESS"
"AMER_HCP_PROD_CDP","PRD_HCP_WEB_INTERACTION_PFZ_CUST_IDS","NEEDS_ACTIVATION","PRD_US","CDP_US_HCP_PROD_DB","HCP_DC_IN","HCP_WEB_INTERACTION_PFZ_CUST_IDS","PRD_HCP_WEB_INTERACTION_PFZ_CUST_IDS__dll","DIRECT_ACCESS"
"AMER_HCP_PROD_CDP","PRD_HCP_WEB_INTERACTION","NEEDS_ACTIVATION","PRD_US","CDP_US_HCP_PROD_DB","HCP_DC_IN","HCP_WEB_INTERACTIONS","PRD_HCP_WEB_INTERACTION__dll","DIRECT_ACCESS"
"AMER_HCP_PROD_CDP","PRD_GSR_HCP_SEGMENTATION","NEEDS_ACTIVATION","PRD_US","CDP_US_HCP_PROD_DB","HCP_DC_IN","SRC_GSR_HCP_SEGMENTATION","PRD_GSR_HCP_SEGMENTATION__dll","DIRECT_ACCESS"
"DTC_CDP_US","DTC_ADJUDICATOR_TRIGGER","ACTIVE","DTC","CDP_US_DTC_STG_DB","DTC_DC_IN","DTC_ADJUDICATOR_TRIGGERS","DTC_ADJUDICATOR_TRIGGER__dll","DIRECT_ACCESS"
"DTC_CDP_US","DTC_BRAND_PROFILE","ACTIVE","DTC","CDP_US_DTC_STG_DB","DTC_DC_IN","DTC_BRAND_PROFILES","DTC_BRAND_PROFILE__dll","DIRECT_ACCESS"
"DTC_CDP_US","DTC_COPAY_CARD","ACTIVE","DTC","CDP_US_DTC_STG_DB","DTC_DC_IN","DTC_COPAY_CARDS","DTC_COPAY_CARD__dll","DIRECT_ACCESS"
"DTC_CDP_US","DTC_CUSTOMER_ADDRESS","ACTIVE","DTC","CDP_US_DTC_STG_DB","DTC_DC_IN","DTC_CUSTOMER_ADDRESSES","DTC_CUSTOMER_ADDRESS__dll","DIRECT_ACCESS"
"DTC_CDP_US","DTC_CUSTOMER","ACTIVE","DTC","CDP_US_DTC_STG_DB","DTC_DC_IN","DTC_CUSTOMERS","DTC_CUSTOMER__dll","DIRECT_ACCESS"
"DTC_CDP_US","DTC_OCL_HEADQUARTER_EMAIL","ACTIVE","DTC","CDP_US_DTC_STG_DB","DTC_DC_IN","DTC_OCL_HEADQUARTER_EMAIL","DTC_OCL_HEADQUARTER_EMAIL__dll","DIRECT_ACCESS"
"DTC_CDP_US","DTC_OT_CONSENT_PREFERENCE","ACTIVE","DTC","CDP_US_DTC_STG_DB","DTC_DC_IN","DTC_OT_CONSENT_PREFERENCES","DTC_OT_CONSENT_PREFERENCE__dll","DIRECT_ACCESS"
"DTC_CDP_US","DTC_OT_EMAIL_CONSENT","ACTIVE","DTC","CDP_US_DTC_STG_DB","DTC_DC_IN","DTC_OT_EMAIL_CONSENTS","DTC_OT_EMAIL_CONSENT__dll","DIRECT_ACCESS"
"DTC_CDP_US","DTC_SMS_CONSENT_PREFERENCE","ACTIVE","DTC","CDP_US_DTC_STG_DB","DTC_DC_IN","DTC_SMS_CONSENT_PREFERENCES","DTC_SMS_CONSENT_PREFERENCE__dll","DIRECT_ACCESS"
"DTC_CDP_US","DTC_SMS_CONSENT","ACTIVE","DTC","CDP_US_DTC_STG_DB","DTC_DC_IN","DTC_SMS_CONSENTS","DTC_SMS_CONSENT__dll","DIRECT_ACCESS"
"DTC_CDP_US","DTC_SURVEY_RESPONSE","ACTIVE","DTC","CDP_US_DTC_STG_DB","DTC_DC_IN","DTC_SURVEY_RESPONSE","DTC_SURVEY_RESPONSE__dll","DIRECT_ACCESS"
"DTC_CDP_US","DTC_UNMAPPED_RESPONSE","ACTIVE","DTC","CDP_US_DTC_STG_DB","DTC_DC_IN","DTC_UNMAPPED_RESPONSES","DTC_UNMAPPED_RESPONSE__dll","DIRECT_ACCESS"
"DTC_CDP_US","STG_HCP_IQVIA_COMPETITIVE_PRESCRIBING","ACTIVE","STG_US","CDP_US_HCP_STG_DB","HCP_DC_IN","HCP_IQVIA_COMPETITIVE_PRESCRIBING","STG_HCP_IQVIA_COMPETITIVE_PRESCRIBING__dll","DIRECT_ACCESS"
"DTC_CDP_US","STG_HCP_OCL_HEADQUARTER_EMAIL","ACTIVE","STG_US","CDP_US_HCP_STG_DB","HCP_DC_IN","HCP_OCL_HEADQUARTER_EMAIL","STG_HCP_OCL_HEADQUARTER_EMAIL__dll","DIRECT_ACCESS"
"FORCE_SNOWFLAKE_DEV_POC","POC_DIM_PYR_183991072","ERROR","Development","COMETL_FORCE_CMM_DB","COMETL_FORCE_SCRATCH","DIM_PYR_183991072","POC_DIM_PYR_183991072__dll","DIRECT_ACCESS"
"FORCE_SNOWFLAKE_DEV_POC","POC_DIM_SLS_POSN_LIST_183991072","ERROR","Development","COMETL_FORCE_CMM_DB","COMETL_FORCE_SCRATCH","DIM_SLS_POSN_LIST_183991072","POC_DIM_SLS_POSN_LIST_183991072__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","DEV_DIM_CUST","NEEDS_ACTIVATION","Development","CDP_US_HCP_DEV_DB","HCP_DC_IN","DIM_CUST","DEV_DIM_CUST__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","DEV_DIM_CUST_EXTL_ID_NPI","NEEDS_ACTIVATION","Development","CDP_US_HCP_DEV_DB","HCP_DC_IN","DIM_CUST_EXTL_ID_NPI","DEV_DIM_CUST_EXTL_ID_NPI__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","DEV_DIM_CUST_HCP_ACTIVE_EXCLUSION","NEEDS_ACTIVATION","Development","CDP_US_HCP_DEV_DB","HCP_DC_IN","DIM_CUST_HCP_ACTIVE_EXCLUSIONS","DEV_DIM_CUST_HCP_ACTIVE_EXCLUSION__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","DEV_DIM_CUST_HCP_ACTIVE_SUPPRESSION","NEEDS_ACTIVATION","Development","CDP_US_HCP_DEV_DB","HCP_DC_IN","DIM_CUST_HCP_ACTIVE_SUPPRESSIONS","DEV_DIM_CUST_HCP_ACTIVE_SUPPRESSION__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","DEV_DMART_HCP_SEGMENTATION","NEEDS_ACTIVATION","Development","CDP_US_HCP_DEV_DB","HCP_DC_IN","DMART_HCP_SEGMENTATION","DEV_DMART_HCP_SEGMENTATION__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","DEV_HCP_EMAIL_COHORT_SEGMENTATION","NEEDS_ACTIVATION","Development","CDP_US_HCP_DEV_DB","HCP_DC_IN","HCP_EMAIL_COHORT_SEGMENTATION","DEV_HCP_EMAIL_COHORT_SEGMENTATION__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","DEV_HCP_GCP_CONTACT","NEEDS_ACTIVATION","Development","CDP_US_HCP_DEV_DB","HCP_DC_IN","HCP_GCP_CONTACTS","DEV_HCP_GCP_CONTACT__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","DEV_HCP_GCP_DIRECTMAIL_PERMISSION","NEEDS_ACTIVATION","Development","CDP_US_HCP_DEV_DB","HCP_DC_IN","HCP_GCP_DIRECTMAIL_PERMISSIONS","DEV_HCP_GCP_DIRECTMAIL_PERMISSION__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","DEV_HCP_GCP_EMAIL_PERMISSION","NEEDS_ACTIVATION","Development","CDP_US_HCP_DEV_DB","HCP_DC_IN","HCP_GCP_EMAIL_PERMISSIONS","DEV_HCP_GCP_EMAIL_PERMISSION__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","DEV_HCP_GCP_GRV_UUID","NEEDS_ACTIVATION","Development","CDP_US_HCP_DEV_DB","HCP_DC_IN","HCP_GCP_GRV_UUIDS","DEV_HCP_GCP_GRV_UUID__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","DEV_HCP_GRV_PFZ_CUST_ID","NEEDS_ACTIVATION","Development","CDP_US_HCP_DEV_DB","HCP_DC_IN","HCP_GRV_PFZ_CUST_IDS","DEV_HCP_GRV_PFZ_CUST_ID__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","DEV_HCP_GRV_USER","NEEDS_ACTIVATION","Development","CDP_US_HCP_DEV_DB","HCP_DC_IN","HCP_GRV_USERS","DEV_HCP_GRV_USER__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","DEV_HCP_LAAD_FCT_NBRX_W_AGGREGATED","NEEDS_ACTIVATION","Development","CDP_US_HCP_DEV_DB","HCP_DC_IN","HCP_LAAD_FCT_NBRX_W_AGGREGATED","DEV_HCP_LAAD_FCT_NBRX_W_AGGREGATED__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","DEV_HCP_OT_CONSENT_PREFERENCES","NEEDS_ACTIVATION","Development","CDP_US_HCP_DEV_DB","HCP_DC_IN","HCP_OT_CONSENT_PREFERENCES","DEV_HCP_OT_CONSENT_PREFERENCES__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","DEV_HCP_SEGMENTS","NEEDS_ACTIVATION","Development","CDP_US_HCP_DEV_DB","HCP_DC_IN","HCP_SEGMENTS","DEV_HCP_SEGMENTS__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","DEV_HCP_TLC_SEGMENTATION","NEEDS_ACTIVATION","Development","CDP_US_HCP_DEV_DB","HCP_DC_IN","HCP_TLC_SEGMENTATION","DEV_HCP_TLC_SEGMENTATION__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","DEV_HCP_WEB_INTERACTION_GRV_UUID","NEEDS_ACTIVATION","Development","CDP_US_HCP_DEV_DB","HCP_DC_IN","HCP_WEB_INTERACTION_GRV_UUIDS","DEV_HCP_WEB_INTERACTION_GRV_UUID__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","DEV_HCP_WEB_INTERACTION_PFZ_CUST_IDS","NEEDS_ACTIVATION","Development","CDP_US_HCP_DEV_DB","HCP_DC_IN","HCP_WEB_INTERACTION_PFZ_CUST_IDS","DEV_HCP_WEB_INTERACTION_PFZ_CUST_IDS__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","DEV_HCP_WEB_INTERACTION","NEEDS_ACTIVATION","Development","CDP_US_HCP_DEV_DB","HCP_DC_IN","HCP_WEB_INTERACTIONS","DEV_HCP_WEB_INTERACTION__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","DEV_GSR_HCP_SEGMENTATION","NEEDS_ACTIVATION","Development","CDP_US_HCP_DEV_DB","HCP_DC_IN","SRC_GSR_HCP_SEGMENTATION","DEV_GSR_HCP_SEGMENTATION__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","STG_DIM_CUST","NEEDS_ACTIVATION","STG_US","CDP_US_HCP_STG_DB","HCP_DC_IN","DIM_CUST","STG_DIM_CUST__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","STG_DIM_CUST_EXTL_ID_NPI","NEEDS_ACTIVATION","STG_US","CDP_US_HCP_STG_DB","HCP_DC_IN","DIM_CUST_EXTL_ID_NPI","STG_DIM_CUST_EXTL_ID_NPI__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","STG_DIM_CUST_HCP_ACTIVE_EXCLUSION","NEEDS_ACTIVATION","STG_US","CDP_US_HCP_STG_DB","HCP_DC_IN","DIM_CUST_HCP_ACTIVE_EXCLUSIONS","STG_DIM_CUST_HCP_ACTIVE_EXCLUSION__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","STG_DIM_CUST_HCP_ACTIVE_SUPPRESSION","NEEDS_ACTIVATION","STG_US","CDP_US_HCP_STG_DB","HCP_DC_IN","DIM_CUST_HCP_ACTIVE_SUPPRESSIONS","STG_DIM_CUST_HCP_ACTIVE_SUPPRESSION__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","STG_HCP_EMAIL_COHORT_SEGMENTATION","NEEDS_ACTIVATION","STG_US","CDP_US_HCP_STG_DB","HCP_DC_IN","HCP_EMAIL_COHORT_SEGMENTATION","STG_HCP_EMAIL_COHORT_SEGMENTATION__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","STG_HCP_GCP_CONTACT","NEEDS_ACTIVATION","STG_US","CDP_US_HCP_STG_DB","HCP_DC_IN","HCP_GCP_CONTACTS","STG_HCP_GCP_CONTACT__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","STG_HCP_GCP_DIRECTMAIL_PERMISSION","NEEDS_ACTIVATION","STG_US","CDP_US_HCP_STG_DB","HCP_DC_IN","HCP_GCP_DIRECTMAIL_PERMISSIONS","STG_HCP_GCP_DIRECTMAIL_PERMISSION__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","STG_HCP_GCP_EMAIL_PERMISSION","NEEDS_ACTIVATION","STG_US","CDP_US_HCP_STG_DB","HCP_DC_IN","HCP_GCP_EMAIL_PERMISSIONS","STG_HCP_GCP_EMAIL_PERMISSION__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","STG_HCP_GCP_GRV_UUID","NEEDS_ACTIVATION","STG_US","CDP_US_HCP_STG_DB","HCP_DC_IN","HCP_GCP_GRV_UUIDS","STG_HCP_GCP_GRV_UUID__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","STG_HCP_GRV_PFZ_CUST_ID","NEEDS_ACTIVATION","STG_US","CDP_US_HCP_STG_DB","HCP_DC_IN","HCP_GRV_PFZ_CUST_IDS","STG_HCP_GRV_PFZ_CUST_ID__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","STG_HCP_GRV_USER","NEEDS_ACTIVATION","STG_US","CDP_US_HCP_STG_DB","HCP_DC_IN","HCP_GRV_USERS","STG_HCP_GRV_USER__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","STG_HCP_OT_CONSENT_PREFERENCES","NEEDS_ACTIVATION","STG_US","CDP_US_HCP_STG_DB","HCP_DC_IN","HCP_OT_CONSENT_PREFERENCES","STG_HCP_OT_CONSENT_PREFERENCES__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","STG_HCP_TLC_SEGMENTATION","NEEDS_ACTIVATION","STG_US","CDP_US_HCP_STG_DB","HCP_DC_IN","HCP_TLC_SEGMENTATION","STG_HCP_TLC_SEGMENTATION__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","STG_HCP_WEB_INTERACTION_GRV_UUID","NEEDS_ACTIVATION","STG_US","CDP_US_HCP_STG_DB","HCP_DC_IN","HCP_WEB_INTERACTION_GRV_UUIDS","STG_HCP_WEB_INTERACTION_GRV_UUID__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","STG_HCP_WEB_INTERACTION_PFZ_CUST_IDS","NEEDS_ACTIVATION","STG_US","CDP_US_HCP_STG_DB","HCP_DC_IN","HCP_WEB_INTERACTION_PFZ_CUST_IDS","STG_HCP_WEB_INTERACTION_PFZ_CUST_IDS__dll","DIRECT_ACCESS"
"Test_snowflakeConnection","STG_HCP_WEB_INTERACTION","NEEDS_ACTIVATION","STG_US","CDP_US_HCP_STG_DB","HCP_DC_IN","HCP_WEB_INTERACTIONS","STG_HCP_WEB_INTERACTION__dll","DIRECT_ACCESS"
